SK_ID_BUREAU,MONTHS_BALANCE,STATUS
5518079,-16,C
6558628,-45,C
5946615,-39,X
6037693,-31,0
5344168,-87,0
5513698,-28,0
6664930,-5,C
6530970,-21,C
5416411,-55,C
5502376,-49,X
5166410,-78,C
6325457,-64,C
5984327,-10,C
5243687,-25,C
5537264,-27,0
6270567,-61,X
6223044,-68,C
5960942,-32,C
5237606,-10,0
6719378,-10,X
6376265,-46,1
6021314,-8,C
6531171,-34,X
5811827,-28,C
6302000,-2,C
5230340,-10,0
6189351,-10,C
5961181,-41,0
5760401,-12,0
5995936,-19,C
6153557,-17,C
5051079,-6,C
6012115,-17,C
5493045,-17,X
5795258,-25,C
5465581,-15,X
5788915,-32,C
5795549,-26,C
6123386,-29,X
6360900,-61,C
6434715,-22,C
5011165,-23,C
5121315,-21,X
5789216,-12,0
6109878,-78,C
6567714,-51,C
6099055,-50,C
6372363,-15,C
5066567,-20,C
5632795,-28,C
6481957,-9,C
6766988,-33,C
5090472,-36,0
5439137,-12,X
5567486,-2,C
6591291,-32,0
6565984,-59,X
5743716,-91,X
5264518,-5,0
6270327,-85,X
5771004,-6,C
6685441,-10,X
5518308,-44,C
5992429,-17,0
5468687,-78,0
6815145,-22,C
6278788,-19,X
6272112,-4,0
5690751,-38,C
5336624,-46,0
6726679,-39,X
6248929,-33,0
5819305,-76,0
6364614,-81,C
5903671,-5,X
6558868,-25,0
5901912,0,C
5956623,-15,C
6161505,-11,0
5788502,-9,0
5058349,-35,X
5963413,0,C
6250202,-23,X
6577557,-29,C
6558629,-20,0
6137634,-7,C
6479383,-60,X
6727060,-13,0
6607949,-74,C
5811369,-13,0
5062647,-43,0
5980967,-22,X
6000843,-82,C
5933290,-1,C
6095266,-7,X
6240754,-52,X
5987795,0,X
6581868,-17,X
5828982,-29,X
6186058,-85,0
6472477,-2,0
6399243,-4,C
5844571,-37,C
5453696,-40,0
6816616,-71,C
6465021,-22,C
6794035,-55,0
6586712,-28,C
6400293,-4,C
6242997,-13,C
5105499,-6,C
6562666,-6,0
5121119,-14,1
5859804,-86,C
5940689,-33,C
5798642,-19,0
6436765,-16,X
6023316,-54,X
6322352,-16,C
6026179,-43,0
6832390,-76,C
5345265,-13,0
5037161,-38,X
6437157,-27,C
5491940,-55,0
5154934,-19,0
6429647,-14,X
6826957,-34,C
6012044,-34,0
6670552,-57,C
5360109,-13,X
6011788,-52,C
5264711,-23,X
6565809,-47,C
6302350,-76,C
6416015,-21,0
6187227,-63,0
5824718,-14,C
6176554,-11,X
6013558,-36,C
5067291,-3,C
6212461,-10,C
6033069,-28,0
6693154,-85,0
5888402,-56,C
6387213,-8,C
5156175,-46,X
6177376,-10,C
5269066,-21,C
5078535,-12,C
5876490,-48,C
6391272,-40,X
5959712,-79,X
5444947,0,0
6690379,-35,X
5038921,-25,X
5864142,-20,C
5933407,-41,0
6542604,-75,C
6498412,-50,0
6549148,-46,C
5025072,-70,0
6637995,-60,0
6121733,-13,C
5843339,-3,C
5355886,-2,C
5915702,-33,C
5901775,-14,C
6016661,-56,C
5514072,-5,X
5999159,-16,0
6613652,-35,C
6296801,-21,C
5090209,-25,C
5355302,-56,C
6134945,-45,0
6153969,-60,0
6253449,-31,C
5078951,-85,C
5354729,-68,C
6510205,-33,0
6253776,-25,0
5044516,-35,0
5514611,-76,X
5205475,-48,X
6158604,-62,X
6172586,-31,0
6776880,-62,0
5609520,-24,C
6258960,-16,C
6268902,-13,X
6363688,-9,C
6126075,-16,C
6611813,-7,C
6367864,-42,C
6374111,-47,0
5005832,-32,X
5581539,-68,X
6438789,-26,1
6056782,0,C
5016938,-86,0
5924988,-2,C
6437324,-1,0
6817102,-34,C
6205218,-71,X
5514982,-73,C
5759217,0,X
5182790,-12,C
6575913,-12,C
6471610,-47,0
6610054,-22,0
6071441,-37,X
6098977,-19,C
6202765,-16,X
6567699,-71,X
5566986,-36,X
5790467,-48,X
6094960,-22,C
6527090,-68,0
6327216,-34,0
5024484,-8,C
6837973,-26,C
5796341,-36,C
6286264,-38,C
6707787,-65,C
6144403,-18,C
6247358,-67,C
6297724,-25,C
6242263,-24,C
6602188,-3,X
6362909,-1,C
5842769,-32,C
6016240,-11,0
5922884,-59,C
5003101,-22,C
5707386,-56,C
5950774,-21,C
5956933,-66,0
6159979,-26,X
6362619,-49,0
6682184,-49,0
6065415,-24,X
6210848,-12,C
6159511,-79,0
6070619,-13,C
6243563,-7,X
5952952,-16,C
6056321,-5,0
5633956,-7,C
5478255,-22,C
6371843,-68,0
5941297,-5,C
6477418,-15,0
6735722,-15,X
6363209,-88,0
5231609,-11,C
5877315,-36,C
6163132,-26,C
5509331,-90,X
6398675,-79,1
6435915,-65,C
6792420,-23,C
5659726,-25,0
5905532,-16,C
5162733,-84,C
6399081,-29,X
5878382,-59,X
6286481,-75,X
5982091,-29,C
5088502,-19,0
5708892,-4,C
6698164,-23,C
5988207,-86,C
5929914,-1,C
5924609,-30,0
6243975,-18,C
6367566,-5,C
6615366,-30,C
6465749,-50,C
5353633,-27,C
6828118,-41,C
5416037,-2,X
6125531,-68,C
5931680,-25,0
6312124,-40,C
5718784,-3,X
5682130,-9,C
5816372,-40,0
5060640,-25,C
6291962,-26,X
5574672,-84,X
5117871,-13,X
6520436,-20,0
6591331,-1,0
6230748,-16,0
6828721,-53,X
6031833,-42,C
6299132,-16,C
5454662,-6,C
6803454,-14,C
6373829,-54,C
5045651,-28,X
6284219,-4,C
6588257,-14,C
6510187,-6,C
5271184,-36,0
5554868,-40,C
6736412,-23,0
5584678,-29,0
5477600,-19,X
5514048,-22,C
5857484,-50,C
5062518,-26,C
5646398,-47,X
5658721,-9,C
6410466,-2,C
5931938,-71,X
6324778,-16,0
6477085,-8,X
5548397,-15,0
6746678,-27,C
6030423,0,C
5671477,-6,C
6797863,-30,0
6842785,-16,C
5536191,-14,0
5121047,-7,C
6436028,-27,0
6652892,-9,C
6000216,-48,C
6690349,-28,0
6132948,-33,X
6289760,-30,C
5243424,-11,C
6229299,-49,X
6535602,-11,X
5095725,-23,0
6218094,-43,0
6423621,-15,X
6567092,-85,0
6250440,-12,C
5122004,-67,C
5012213,-13,C
5956324,-59,C
6162238,-20,0
5888368,-2,0
6115566,-89,0
6348475,-75,C
5297982,-2,C
6559027,-60,X
5842773,-78,C
5344152,-1,1
5933824,-5,C
6708646,-8,C
5789042,-28,C
6362118,-38,C
6742986,-31,C
5468803,-78,0
5964362,-44,X
5994074,-27,X
6617702,-69,0
5454432,-28,C
6085687,-44,C
6147331,-12,C
5719908,-63,C
5736762,-6,X
6699484,-31,X
5579958,-23,C
5952449,-11,0
6688256,-38,C
6438004,-32,C
5921692,-38,C
5970013,-47,C
5818697,-15,0
5343849,-34,C
6058032,-19,0
5189479,-76,0
5126514,-27,C
5096354,-34,X
6523472,-45,C
5776775,-14,0
5511977,-6,C
5517862,-4,C
6230567,-22,0
6816533,-18,C
5892332,-29,0
5787786,-25,0
6014417,-30,C
5236281,-9,0
5919352,-5,C
5940120,-48,C
6374794,-18,0
5891633,-87,0
6450910,-23,C
5873472,0,C
6590554,-46,X
6577371,-8,C
6432056,-6,0
6057834,-29,0
6527090,-41,0
6542177,-84,0
5317645,-29,C
6587315,-10,0
5618826,-27,C
6430009,-17,0
6159790,-14,C
6399807,-58,X
6408904,-19,0
6137365,-9,0
6239876,-12,C
6733033,-58,0
6437761,-43,C
6449088,-25,C
6215705,-22,0
5342520,-58,5
6215692,-33,C
6059188,-1,C
6234167,-6,C
5166837,-75,X
6525058,-17,C
5478931,-52,0
5788708,-7,0
6152665,-20,C
6396403,-38,X
5925609,-17,C
6252574,-24,X
5003138,-28,C
6539279,-36,0
5668808,-45,C
6032763,-48,C
6525322,-62,C
5177919,-10,C
6551305,-16,0
6073563,-71,C
5984692,-25,C
5603201,-1,X
5618086,-6,C
6804013,-4,C
6730452,-17,C
6780999,-13,X
6176283,-18,0
6543418,-44,C
5095869,-24,C
5907474,-78,C
5236446,-61,C
5853422,-29,C
6546992,-26,C
5089315,-38,C
5541341,-4,X
6508692,-5,C
5950517,-40,0
6020105,-3,C
6057344,-32,C
5018011,-47,0
6727683,-47,0
6437767,-22,C
5823413,-50,X
5743743,-9,C
6734961,-17,0
5169379,-6,C
6209389,-14,C
5752767,-75,X
5429081,-74,C
5947362,-22,0
6668963,-22,C
6339216,-31,0
5670886,-26,X
6543777,-75,C
5236180,-59,C
6658481,-45,1
6137447,-74,X
6726223,-41,X
5931611,-21,C
5898087,-7,X
6005233,0,0
5180626,-77,C
5021680,-14,C
5155836,-74,C
6720070,0,X
6526934,-37,X
5978784,-18,X
5902895,-14,C
5996168,-69,C
6375130,-20,C
6351974,-25,0
5818544,-8,X
6248498,-12,C
6394608,-35,C
6540076,-7,C
6210906,-41,0
6435739,-24,X
5360275,-49,C
6223530,-63,C
5951198,-10,X
6566641,-87,C
5838330,-33,X
6010555,-48,C
5824167,-14,C
6566140,-22,C
6359863,-78,C
5156642,-8,X
6095322,-14,C
6428566,-59,0
6799354,-72,C
6001600,-7,X
6702078,-12,C
6575180,-52,X
6034640,-15,C
5360207,-40,0
6008655,-10,C
6395683,-1,C
6547502,-5,0
5677329,-79,C
6691508,-34,0
6356364,-17,C
6424196,-38,0
5883264,-5,X
6430893,-30,C
5060363,-52,C
6758935,-11,X
6451214,-1,0
6261612,-10,0
5112613,-11,C
5834178,-28,0
6699542,-69,C
5626012,-53,0
6530285,-2,0
6584017,-57,X
6144315,-12,C
6631259,-23,0
5817175,-26,0
5262894,-79,0
5177991,-88,C
5874460,-6,C
5399164,-17,C
5514479,-21,C
6810872,-4,C
6428481,-36,X
6066537,-84,X
6609778,-4,C
5154671,-41,C
5011425,-19,0
5289833,-17,0
6525672,-3,1
6122498,-56,0
5884353,-5,C
5514582,-54,X
5918350,-5,X
5861309,-21,0
6217572,-29,C
5807933,-7,X
5345262,-64,C
5952978,-38,C
5567928,-4,C
5021516,-14,0
6590785,-17,C
6508524,-17,0
6262785,-62,C
5771643,-28,C
6088374,-56,0
6817710,-55,0
6369784,-83,C
5995607,-72,0
6548896,-16,C
6569793,-20,C
6540545,-46,C
6424412,-38,C
5936383,-13,C
6021558,-11,X
6602431,-13,0
6835262,-19,C
6614823,-2,C
5476647,-71,0
6111057,-20,C
6725037,-24,C
5832517,-5,C
6163212,-74,0
6113831,-24,C
5126169,-21,C
5978568,-17,0
6669467,-69,0
6497729,-42,1
5921768,-8,X
5845192,-8,0
6448721,-50,X
6458443,-22,0
5197088,-6,X
5353454,-15,C
6364479,-48,0
6603065,-21,X
6586245,-30,C
5614918,0,C
6208896,-37,0
6010344,-90,X
6408902,-23,0
5522055,-22,X
6054045,-76,X
6108729,-90,C
6092320,-32,C
5111106,-15,X
6544651,-17,0
5844892,-7,C
5889250,-21,C
6055724,-9,X
5839392,-21,0
5353510,-20,C
5873079,-34,C
5795466,-35,C
5313874,-36,0
6284074,-3,0
6132630,-21,X
5185968,-48,X
5243788,-12,C
5126621,-25,0
6528176,-37,0
6270622,-63,X
6374755,-48,0
6090974,-30,C
6103172,-59,X
5156990,-94,C
5922471,-7,X
5012115,-13,X
6513991,-19,C
6126011,-46,C
6147882,-49,C
6481030,-11,0
5182904,-31,X
5975724,-3,0
5976480,-96,X
6542277,-53,0
6019918,-10,X
5205471,-12,C
6558721,-42,C
5265627,-46,0
6772190,-30,C
5822273,-4,0
6535660,-21,C
5914929,-23,X
6424750,-1,X
6437429,-11,0
6107219,-4,C
6588187,-50,C
6134412,-13,C
5012413,-13,C
6805291,-28,X
6834392,-31,0
5952263,-24,X
5823737,-8,C
6025504,-18,C
5518798,-7,C
5919067,-17,X
5492572,-5,C
6735230,-2,C
6431544,-53,0
6779965,-29,C
5237438,-2,X
6283620,-57,0
5120157,-35,C
6605144,-12,X
6448876,-15,C
5487681,-72,0
6611381,-39,C
6239176,-2,C
5968530,-4,C
5467264,-80,X
5193628,-17,X
6724140,-2,C
6638233,0,C
5369056,-3,C
5415518,-3,X
6429068,-2,X
5631832,-37,C
5355272,-12,0
6065825,-44,C
6388167,-3,0
5467207,-8,C
6517634,-8,0
6759813,-54,C
6578140,-6,0
5776277,-49,0
5062448,-28,0
6235250,-8,C
5561524,-36,C
6595112,-23,C
6688243,-3,0
5988451,-15,C
5916681,-61,C
6208011,-29,0
5794873,-34,C
5968418,-54,C
6810875,-21,C
5169144,-14,C
6033248,-35,X
5345983,-40,0
6012469,-4,X
5866218,-44,0
5609886,-15,0
5405467,-21,0
6071194,-63,C
6297961,-23,C
5016660,-38,C
5522037,-62,C
6068698,-24,C
6796267,-36,C
5088840,-41,X
6758867,-56,C
5978912,-43,X
5564090,-13,0
5625616,-22,X
6205572,-40,C
5994504,-37,C
6780787,-25,C
6824259,-16,0
5477817,-17,C
5568884,-6,C
5554702,-29,C
6143462,-23,C
6184125,-31,0
6583601,-2,C
6797833,-85,X
6466920,-37,C
6032028,-71,0
5897878,-75,0
5916003,-27,X
6098256,-57,C
5149860,-67,0
6079686,-13,X
5812608,-6,0
5878119,-8,C
6192665,-17,C
6229750,-3,X
5436330,-36,X
6702194,-78,0
5439889,-36,C
6346004,-43,C
5805388,0,X
6766473,-21,X
5947070,-19,0
6024895,-11,C
6593433,-27,0
5322415,-67,C
6011587,-30,C
5415788,-8,X
5513028,-24,C
6359975,-41,C
6818138,-17,C
6098164,-9,X
5148946,-38,C
6078254,-1,C
6284517,-32,C
5023491,-11,0
6054523,-26,0
6596982,-60,C
6128287,-13,C
6091828,-54,X
5342530,-17,0
5668392,-28,0
6704561,-14,C
5439094,-47,0
5212366,-46,C
6308628,-14,X
6602419,-37,X
6689833,-21,0
5491954,-22,C
6026373,-31,X
6016747,-11,X
6466807,-25,0
6047262,0,1
6241734,-1,X
5491299,-29,0
5785418,-15,0
6733595,-53,0
5760603,-46,0
6342521,-47,C
6744927,-19,C
6796651,-51,C
6039833,-9,0
6027930,-76,0
6688638,-42,C
5060906,0,0
5726422,-42,0
6214986,-73,0
6571788,-25,0
5559012,-62,C
6057326,-62,X
5914799,-10,C
5474905,-31,X
6390603,-20,X
5405751,-22,C
5207841,-23,X
6368452,-32,C
5892153,-8,X
5771146,-56,X
5981758,-3,C
6250757,-9,C
6085602,-9,C
5047723,-30,C
6368194,-6,C
6517600,0,0
6283343,-85,0
5892300,-29,C
6241651,-31,C
6059899,-40,C
6162674,-44,X
5501752,-20,C
5478086,-39,X
6063941,-48,C
6125876,-3,0
6491851,-71,C
5178423,-49,0
5934512,-17,C
6658060,-51,C
6296691,-46,C
6004521,-43,0
6047459,-3,C
6576657,-14,0
6357997,-3,0
5149023,-53,X
5068331,-22,C
5088129,-45,0
5922434,-28,0
6214724,-7,C
6229135,-81,0
5936114,-17,0
5170064,-42,C
6353599,-94,0
6647451,-11,0
6571535,-29,C
6550146,-18,0
6588133,-18,X
5924721,-18,C
6525022,-59,C
6249795,-53,0
5625562,0,C
5038637,-24,C
6546480,-3,0
6217752,-69,C
6792699,-50,0
6807474,-27,C
6218153,-16,0
5229328,-9,C
6603616,-32,1
5271112,-18,X
6258536,-63,0
6116720,-73,C
6277510,0,C
5552527,-19,C
5953628,0,C
6772063,-45,C
6064180,-82,C
5579902,-36,X
5372629,-20,0
6205058,-45,C
5776214,-13,C
5684196,-19,0
5193837,-9,0
5197075,-3,C
6457725,-22,C
5599159,-22,X
5960616,-5,0
6828614,-25,C
6090887,-26,C
5535727,-31,C
6578064,-15,C
5922585,-88,C
5743538,-68,X
5345192,-52,0
6047086,-11,X
6212301,-18,C
5603104,-23,X
5934024,-2,C
5988687,-42,X
6517456,-11,C
6520910,-74,0
6772193,-73,X
6651557,-4,0
5353091,-33,C
5775974,-22,C
6056557,0,C
6182996,-21,C
5114289,-57,C
6270462,-11,C
6209880,-11,0
5825771,-22,C
6092637,-24,X
5535543,-57,C
6766968,-16,C
6232539,-26,C
5196949,-7,C
6073625,-11,0
6160052,-4,C
5478584,-27,C
6117674,-35,0
5037251,-19,X
5883997,-10,0
6643183,-32,X
6828319,-9,X
6611486,-4,C
6321769,-11,0
5096022,-88,C
6273322,-14,C
6491647,-26,0
6569721,-53,C
6169756,-13,0
5762567,-20,C
5941288,-81,C
6783113,-38,C
6008505,-75,C
6583709,-59,C
6359758,-39,C
6782899,-13,5
5892145,-53,X
5036462,-23,C
5067621,-80,C
5956232,-81,C
5139762,-31,C
5409239,-41,C
6280095,-67,X
5060278,-53,C
6798280,-14,C
5408308,-42,C
5820475,-94,0
5915426,-6,X
6030589,-48,C
6124220,-17,C
5372778,-32,X
6339820,-34,C
5772549,-27,C
6209382,-63,C
6369962,-41,0
6232087,-63,C
5265091,-47,X
6233432,0,C
6019475,-64,C
6726529,-19,C
6363673,-11,X
5359853,-36,C
5959728,-24,X
6241963,0,C
6415798,-6,C
6594185,-48,0
6013168,-8,X
6202313,-13,C
5703238,-3,C
5181116,-32,C
5872426,-7,0
6601786,-20,C
6229512,-21,C
5743401,-36,1
5907079,-77,C
5943519,-10,0
6775159,-16,X
5884001,-29,0
6055884,-68,C
5045549,-13,0
6372599,-53,X
6820655,-60,0
5834490,-49,0
5562359,-13,C
6287219,-51,C
6478785,-35,C
6277302,-41,0
5154331,-38,C
5940735,-13,C
6734982,-42,C
5062291,-30,0
5229966,-11,X
5995923,-22,0
5610017,-14,0
6448166,-25,C
6704921,-72,C
5561989,-58,X
5983266,-81,0
6339645,-15,0
5467270,-2,C
6082289,-16,X
6026224,-1,X
5477922,-93,X
6133194,-20,0
5925716,-16,C
5843078,-4,0
6744599,-32,X
5536781,-8,0
6139607,-3,C
6223688,-20,C
5125903,-55,C
5858433,0,C
5113950,-84,X
5993279,-69,C
5950408,-29,0
6671317,-26,0
5148558,-22,C
5811450,-66,X
5811812,-20,C
6039912,-61,X
6232670,-15,C
5744030,-6,0
5009184,-79,X
6016822,-34,X
5344880,-53,X
5468746,-14,C
6442781,-27,C
5946950,-10,X
6835974,-13,C
6605079,-42,0
6296674,-47,0
6839926,-85,X
6299342,-35,C
5159253,-17,C
5841361,-33,C
6430390,-12,C
5567893,-23,0
5029678,-25,C
5919196,-90,C
5061931,-24,X
5896894,-6,X
6510501,-58,X
6012665,-12,0
5542782,-1,X
6661243,-62,C
6343762,-5,0
6113883,-43,C
6239330,-7,0
6243897,-30,C
5939805,-43,X
6133715,0,C
6550104,-16,C
6108085,-21,C
5916124,-15,X
6016108,-6,0
6195659,-8,X
5487734,-70,C
5939759,-22,C
6029140,-58,0
6594521,-3,0
6335886,-9,0
5548174,-27,C
6331697,-2,C
5468230,-28,C
5242773,-2,0
6732487,-52,C
6206379,-26,0
6011224,-45,C
6177028,-45,C
5811573,-42,C
6658544,-33,C
6012096,-30,X
5465943,-64,C
5833865,-53,C
6510291,-14,X
6250598,-46,X
6216036,-11,C
5041772,-75,0
6682232,-26,0
5028981,-2,0
5918441,-3,C
5742564,-11,C
6089955,-7,C
6154560,-37,0
6447992,-6,C
5017333,-9,C
6559115,-16,X
5092007,-48,C
6793136,-38,X
6407711,-54,C
5999506,-16,X
6734459,-19,X
6574731,-76,0
6499740,-53,C
6254203,-7,1
5877380,-41,0
6601185,-12,C
6816569,-52,C
6356201,-60,X
5969591,-6,C
6452424,-29,0
6571644,-13,0
6785798,-10,C
6775227,-33,C
5951552,-40,0
5897611,-45,C
6457913,-3,1
5738372,0,0
6731462,-23,C
6011704,-1,X
5197471,-5,0
6210346,-35,C
5963412,-38,X
6362973,-1,C
6797910,-22,0
5344323,-4,C
6108812,-73,C
5956892,-39,X
6810340,-16,C
6574647,-32,C
5825321,-28,X
6432333,-51,C
6803575,-15,C
5853385,-39,C
5359757,-74,C
6261982,-13,C
6529861,-18,C
6254181,-49,0
5794961,-8,0
6399675,-44,C
5814278,-11,C
6378853,-29,C
6528106,-30,X
5626846,-28,0
5491934,-10,C
6544008,-49,0
5857377,-9,C
5892577,-17,C
5633353,-13,C
5702099,-26,C
6023685,-36,X
5552291,-62,C
5818208,-6,C
5981328,0,C
6438865,-19,C
5739613,-22,C
6057685,-72,C
6451238,-51,0
5343655,-39,C
5290461,-56,C
6064048,-48,0
6277672,-27,C
6036205,-23,C
6707442,-36,0
6298458,-13,X
6069042,-90,X
5731677,-48,X
6559383,-26,0
6112886,-36,0
5132333,-16,0
6608685,-36,X
5938972,-63,C
6332949,-26,0
5625420,-6,0
5645466,-34,X
5146114,-40,0
6202880,-11,0
5355278,-38,C
5514774,-28,C
6474674,-19,0
5861432,-53,X
6452442,-50,0
6546859,-53,0
6098926,-71,0
5946410,-61,C
6348043,0,0
5861462,-5,C
6287804,-40,X
6469841,-29,C
5872667,-31,C
6025611,-20,X
5011842,-15,0
6021533,-41,C
5243636,-40,C
5730056,-48,C
5236284,-29,C
6191221,-22,X
5359825,-7,C
6203078,-16,0
5744388,-1,C
6796462,-3,0
6442265,-7,C
5143112,-81,0
5708982,-14,C
5952189,-11,X
5797827,-12,C
5462989,-18,C
6232461,-20,0
5765288,-69,C
5424833,-73,0
5969033,-63,0
5268873,-1,C
6491849,0,C
5212398,-74,X
5243079,-50,X
5718529,-42,X
6367684,-87,C
5876214,-6,C
6690993,-5,C
6184616,-48,X
6483818,-5,C
6474492,-9,0
5772059,-3,C
6253337,-2,0
6688361,-10,C
6215151,-25,C
6150538,-20,C
6241662,-86,C
5552350,-36,C
6229774,-38,C
6090846,-1,0
6611848,-24,X
5465307,-64,X
5156926,-15,X
5983703,-75,0
5478536,-29,X
6097822,-54,C
5416916,-7,X
6241495,-46,0
6262957,-10,0
6745119,-38,C
6781052,-4,C
5744006,-32,X
6019859,-12,0
5659017,-27,X
5535906,-91,0
6326925,-4,X
6262862,-62,X
6452270,-20,0
5842928,-22,0
6562732,-16,C
6407086,-14,C
5964917,-14,C
5095341,-80,X
6071482,-58,0
5934071,-69,0
6230006,-30,C
6411707,-12,C
5369287,-24,X
6697980,-24,C
6474518,-9,X
5790157,-58,C
6277051,-26,0
6076440,-45,C
6521074,-27,C
5114161,-67,C
6708305,-35,C
5816115,-63,0
6205131,-47,0
6287192,-13,0
5566962,-6,X
5956395,-27,0
5535948,-24,C
5372819,-40,X
6008122,-8,0
6569495,-62,X
6163063,-86,0
6095889,-5,C
5541309,-26,C
6837387,-44,C
6334028,-23,0
6231824,-16,0
5934387,-78,C
6351886,-5,X
5968944,-75,X
5823508,-18,0
6695408,-27,C
5791752,-66,X
6221417,-83,C
5852851,-60,C
5677466,0,2
6143644,-33,X
5988544,-66,C
6610898,-12,C
5839073,-9,0
6423785,-39,0
6412104,-39,C
6206765,-23,C
6096615,-36,C
6618729,-59,C
6798848,-20,C
5038769,-44,C
6658971,-8,C
6653542,-60,C
5839585,-1,C
6234311,-7,C
6070648,-18,X
5950880,-80,X
6452138,0,X
6169641,-46,C
6154590,-11,C
5474303,-28,C
6100762,-88,0
6697913,-33,X
6031006,-2,X
6669117,-15,X
5514273,-50,C
6135245,-15,X
6336126,-78,C
5439273,-2,0
6019020,-81,X
6410201,-30,0
5857349,-7,C
5568768,-64,C
5105890,-76,0
6283040,-36,0
6783099,-22,2
6340122,-8,X
6485399,-28,0
6336280,-45,C
6232058,-29,C
6437062,-9,X
6283895,0,C
5539262,-4,0
6299513,-8,C
5618409,-20,C
5580061,-7,0
5818429,-84,X
5645222,-62,0
5603196,-34,X
6431938,-50,C
6080102,-51,C
5958565,-23,C
6283779,-59,C
6575417,-5,0
6025999,-25,C
5372866,-22,0
5400917,-9,X
5017829,-20,X
5415697,-7,0
5453620,-2,C
5877935,-35,C
6269918,-9,C
6618824,-14,C
5563010,-26,C
5993489,-25,C
5213133,-42,C
5454134,-7,C
5377355,-40,0
5965081,-68,0
6470132,-49,X
6438996,-82,C
5344451,-57,X
5398500,-21,0
6792420,-40,C
6302598,-26,0
5685826,-77,0
5981810,-55,C
6359231,-56,C
6153249,-91,C
6374220,-25,C
6297464,-6,C
6153471,-84,0
6828271,-71,X
6147023,-65,C
5574474,-60,X
5174774,-6,C
6526446,-5,C
5005894,-3,0
5415909,-27,0
5776437,-30,0
6172959,-84,C
5403656,-3,C
6525597,-5,C
6731759,-3,0
6634549,-27,0
6279998,-15,0
6727910,-82,0
5090563,-29,X
5296994,-27,X
6056045,-71,1
6730292,-35,X
6234784,-19,X
6646102,-3,0
6309018,-9,C
5738232,-31,C
5359919,-61,1
5282644,-31,C
6781282,-44,0
6070830,-8,C
5761758,-52,0
6610499,-5,C
5852334,-24,0
5003989,-10,0
5731179,0,C
5671009,-24,C
5968917,-26,X
5811124,-29,0
5359096,-57,0
5984695,-20,C
5658920,-17,0
6477745,-52,C
6574189,-25,0
5936538,-14,C
6335680,-33,X
5820149,-7,C
6527369,-2,X
5632725,-3,X
6688126,-48,0
6693180,-40,C
5515055,-23,C
6615131,-17,0
6085941,-51,C
6013035,-8,C
5922194,-7,C
5237219,-13,C
5536323,-4,C
5121837,-3,C
5236042,-11,X
6731151,-3,C
5896156,-65,C
5491942,-79,X
5474599,-33,X
6772302,-53,X
6586834,-15,C
6689985,-22,0
5170593,-24,C
6116399,-4,C
5764137,-36,C
5789454,-62,C
5776244,-79,X
6139281,-68,0
5812071,-34,X
5988652,-27,C
6117675,-10,C
6763765,-5,0
6669715,-30,X
6730797,-58,X
5278779,0,X
6540002,-42,C
6343420,-22,C
5852503,-66,0
5742725,-91,X
6007994,-7,0
5872962,-89,0
6734625,-17,C
5845374,-69,C
6112906,-2,0
5762760,-16,C
5836559,-29,X
6242737,-36,0
5625617,-53,X
6280996,-10,0
6437154,-13,C
6063233,-28,0
5122202,-69,0
5897848,-76,0
5478458,-89,C
5526201,-13,0
6042476,-8,0
6374436,-80,C
6007084,-54,X
6548479,-17,C
6779003,-23,0
5903692,-31,C
5916664,-27,C
5541355,-13,X
5805258,-23,C
6026186,-22,C
6651423,-21,C
5345034,-92,C
6634718,-31,C
6566390,-6,X
6104526,-33,0
6442496,-40,0
5999144,-18,C
6216553,-40,0
6602997,-21,C
6621477,-64,0
5669671,-20,X
6286624,-4,C
6399569,-51,X
6709771,-24,C
6404185,-15,C
5198563,-62,C
6523225,-27,0
6697819,-70,0
6155247,-26,5
6096473,-73,0
6053360,-55,0
5979276,-33,0
6218528,0,C
6170407,-24,C
5951513,-77,0
5968523,-27,C
6343799,-14,X
6464847,-55,0
5283717,-1,C
6147452,-42,0
6217438,-55,X
5416731,-9,C
6484752,-7,0
5771189,-52,C
5626131,-4,C
5760629,-14,0
6363943,-23,C
6097762,-19,C
5567155,-2,C
6026937,-33,C
5003137,-15,C
5789665,-42,0
5012666,-59,C
5359988,-32,C
6610301,-18,C
6388557,-33,0
5236765,-50,X
6279826,-27,C
5838356,-32,0
6031383,-19,X
6116266,-4,C
6311566,-48,C
6460436,-32,C
5552336,-13,C
6308328,-25,X
5852965,-5,C
6090204,-38,X
6161017,-6,C
6321864,-71,0
6284401,-7,X
5115844,-74,0
5875164,-2,0
5790536,-31,C
5744260,-1,0
6586580,-43,0
6258611,-79,C
5119952,-7,C
6061432,0,X
6032070,-80,5
5185675,0,C
5066848,-4,C
6086933,-2,0
5142805,-42,C
5896870,-23,C
5828891,-29,0
5263178,-39,0
6544154,-82,C
5968026,-76,C
5742517,-15,C
5804863,0,0
6006611,-74,0
6124069,-1,C
6830664,-39,C
5265430,-24,C
5567545,-12,C
5960099,-20,X
6143728,-16,C
6587811,0,C
5417079,-73,0
5814158,-19,X
6601609,-13,X
5344470,-51,0
5037200,-12,0
5690017,-5,0
5469253,-5,C
5180517,-12,C
6311783,-41,C
6634996,-16,C
5832691,-32,X
6086773,-27,X
6012106,-46,C
6836295,-30,C
5384633,-15,0
5467124,-6,X
6436970,-14,C
5957677,-11,C
5502431,-26,C
6772583,-82,X
6451357,-65,C
5145947,-37,C
5816399,-8,C
6312740,-17,0
